DFT,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
0,2.2,-0.21,-0.18,3,2.79,-0.08,-0.05
1,-0.21,-0.21,0.02,-0.14,1.52,-0.08,-0.05
0,0.19,-0.21,0.66,0.53,1.52,-0.08,-0.05
1,2.93,-0.21,3,1.42,3,0.14,-0.03
0,1.06,-0.16,-0.53,0.29,0.26,0.14,0.36
0,0.32,-0.21,0.58,1.15,1.16,-0.08,-0.05
0,-0.17,-0.21,-0.53,0.2,-0.1,-0.08,-0.05
0,-0.28,-0.21,-0.21,0.14,0.8,-0.08,-0.05
0,0.13,-0.21,0.25,0.5,2.79,-0.08,-0.05
0,1.08,-0.21,0.46,0.13,2.61,0.14,0.16
1,1.02,-0.21,2.53,-0.2,-0.47,-0.08,-0.05
1,1.26,-0.21,0.45,-0.03,-0.47,-0.08,-0.05
1,3,-0.27,1.77,-0.2,-0.65,0.8,0.05
0,0.67,-0.21,0.04,-0.08,-0.47,-0.08,-0.05
0,3,-0.21,3,-0.14,-0.1,-0.08,-0.05
0,0.87,-0.21,-0.53,0.61,1.7,-0.08,-0.05
1,0.79,-0.21,1.21,-0.1,0.26,-0.08,-0.05
1,3,-0.21,3,-0.11,-0.1,-0.08,-0.05
1,3,0.29,3,-0.02,-0.29,-0.08,-0.05
1,-0.1,-0.27,0.43,-0.2,-0.65,0.14,-0.02
0,0.67,-0.21,0.61,0.26,0.98,-0.08,-0.05
0,-0.51,1.18,-0.15,-0.2,-0.65,-0.08,-0.05
0,-0.19,-0.21,-0.3,0.04,0.8,-0.08,-0.05
1,-0.13,-0.21,0.28,-0.19,-0.29,-0.08,-0.05
0,3,-0.21,1.5,3,3,1.24,0.22
0,0.61,-0.21,-0.29,-0.15,0.44,-0.08,-0.05
0,3,-0.21,3,0.19,0.44,-0.08,-0.05
0,-0.1,-0.21,-0.25,0.34,-0.1,-0.08,-0.05
0,1.77,-0.21,2.97,0.78,0.98,0.14,0.12
0,-0.31,-0.21,-0.43,-0.2,-0.65,0.36,0.09
1,0.78,-0.21,3,0.21,1.52,-0.08,-0.05
1,1.84,-0.21,0.46,-0.13,-0.29,0.58,0.14
0,1.02,-0.21,1.16,0.8,2.97,-0.08,-0.05
0,2.72,-0.21,-0.5,0.24,0.8,-0.08,-0.05
0,2.32,-0.21,-0.43,3,0.8,-0.08,-0.05
0,0.81,-0.21,2.41,-0.04,0.8,-0.08,-0.05
1,2,-0.21,3,0.09,-0.29,-0.08,-0.05
0,0.48,-0.21,0.52,0.49,3,-0.08,-0.05
0,0.64,-0.21,1.18,0.64,0.98,-0.08,-0.05
0,2.6,-0.21,-0.05,3,3,0.36,0.21
1,0.51,-0.27,1.39,-0.12,-0.29,0.14,-0.03
0,0.53,-0.21,-0.5,-0.07,0.44,-0.08,-0.05
0,0.99,-0.21,3,0.04,1.52,-0.08,-0.05
0,1.44,-0.21,3,-0.1,-0.1,-0.08,-0.05
1,0.43,-0.21,-0.33,-0.2,-0.65,-0.08,-0.05
0,1.73,-0.27,3,-0.09,0.26,1.02,0.07
0,2.9,-0.21,-0.11,0.82,2.25,-0.08,-0.05
0,0.18,-0.21,0.52,0.39,1.34,-0.08,-0.05
0,0.33,-0.21,-0.53,2.02,2.61,-0.08,-0.05
0,0.36,-0.21,1.45,0.26,0.98,-0.08,-0.05
0,-0.29,-0.21,0.04,-0.1,0.08,-0.08,-0.05
0,2.67,-0.21,-0.02,1.1,3,-0.08,-0.05
0,2.71,-0.21,-0.53,0.95,0.98,0.14,-0.01
0,0.12,-0.21,1.1,0.7,0.44,-0.08,-0.05
0,2.16,-0.21,0.77,-0.17,-0.47,0.14,0
0,0.01,-0.21,0.84,-0.17,0.26,-0.08,-0.05
0,1.41,-0.21,0.16,1.98,1.7,0.36,0.58
0,1.58,-0.21,1.28,0.79,3,0.14,-0.03
0,3,-0.21,-0.43,1.03,2.07,-0.08,-0.05
0,0.67,-0.21,0.35,0.73,1.52,-0.08,-0.05
0,-0.17,-0.21,-0.15,-0.16,0.26,-0.08,-0.05
1,1.47,-0.21,3,0.19,0.26,-0.08,-0.05
0,1.6,-0.21,3,1.92,3,-0.08,-0.05
1,0.3,-0.21,-0.26,-0.04,-0.1,-0.08,-0.05
1,0.29,-0.21,-0.31,0.37,2.97,-0.08,-0.05
1,0.81,-0.27,0.34,-0.16,-0.47,-0.08,-0.05
0,1.23,-0.27,1.04,-0.2,-0.1,1.24,0.48
0,2.62,-0.21,1.35,0.27,1.7,-0.08,-0.05
0,0.24,-0.21,0.03,0.66,2.25,1.46,1.74
1,0.77,-0.27,0.74,-0.17,-0.47,0.58,0.02
0,2.86,-0.21,0.35,0.47,1.52,-0.08,-0.05
0,1.66,-0.1,3,-0.13,-0.47,-0.08,-0.05
0,0.2,-0.21,-0.34,0.85,0.98,-0.08,-0.05
1,0.56,-0.21,-0.01,-0.18,-0.47,-0.08,-0.05
1,-0.78,3,-0.53,-0.2,-0.65,-0.08,-0.05
1,1.74,-0.21,1.14,-0.18,-0.29,-0.08,-0.05
0,2.12,-0.27,1.9,-0.17,-0.29,0.8,0.28
0,-0.41,0.18,-0.08,-0.2,-0.65,-0.08,-0.05
1,0.05,-0.27,0.65,-0.09,0.62,0.14,-0.03
0,1.34,-0.21,1.54,0.49,2.25,-0.08,-0.05
0,0.79,-0.21,2.91,0.73,3,-0.08,-0.05
0,0.58,-0.21,2.17,0.15,0.44,-0.08,-0.05
1,-0.23,-0.21,-0.44,-0.2,-0.65,-0.08,-0.05
0,0.58,-0.21,0.42,0.14,1.88,-0.08,-0.05
1,0.4,-0.21,-0.53,-0.2,-0.65,-0.08,-0.05
1,0.35,-0.21,-0.37,-0.2,-0.47,-0.08,-0.05
1,0.49,-0.21,0.9,0.15,1.88,-0.08,-0.05
0,0.22,-0.21,0.43,-0.14,0.26,-0.08,-0.05
1,0.2,-0.21,0.99,-0.2,-0.65,-0.08,-0.05
1,1.99,-0.21,1.05,1.55,1.34,-0.08,-0.05
1,3,-0.27,-0.53,-0.19,-0.47,0.14,0.08
0,0.81,-0.21,-0.53,1.87,0.62,-0.08,-0.05
1,-0.54,0.01,-0.53,-0.2,-0.65,-0.08,-0.05
0,0.37,-0.21,-0.02,0.11,3,-0.08,-0.05
0,0.2,-0.21,1.4,0.3,2.25,-0.08,-0.05
0,-0.15,-0.21,-0.53,-0.14,-0.1,-0.08,-0.05
0,3,-0.21,3,0.22,-0.29,-0.08,-0.05
0,0.44,-0.21,-0.53,0.38,1.88,-0.08,-0.05
1,0.79,-0.21,0.5,-0.14,0.08,-0.08,-0.05
1,0.04,-0.21,-0.01,-0.2,-0.65,-0.08,-0.05
0,1.79,-0.27,1.3,-0.07,-0.1,0.58,0.12
0,0.98,-0.21,3,-0.04,0.98,-0.08,-0.05
0,1.99,-0.21,2.93,0.13,2.07,1.69,0.72
1,0.53,-0.21,0.93,-0.2,-0.65,-0.08,-0.05
0,1.01,-0.21,1.23,0.3,1.16,-0.08,-0.05
1,3,-0.27,3,-0.02,0.08,1.46,0.09
1,0.73,-0.21,2.33,1.19,0.62,-0.08,-0.05
1,-0.08,2.57,-0.26,-0.19,-0.47,-0.08,-0.05
0,1.02,-0.21,-0.21,0.2,-0.29,-0.08,-0.05
0,0.56,-0.21,0.7,0.01,2.07,-0.08,-0.05
0,-0.03,-0.21,1.07,0.67,1.7,-0.08,-0.05
0,-0.15,-0.21,-0.25,0.35,1.7,-0.08,-0.05
0,1.6,-0.21,2.15,0.79,2.61,-0.08,-0.05
0,0.4,-0.21,-0.01,0.27,1.7,-0.08,-0.05
1,2.72,-0.27,0.88,-0.1,0.08,0.14,0.05
1,0.02,-0.21,0.61,0.15,0.44,-0.08,-0.05
0,0.7,-0.21,1.25,-0.15,-0.1,-0.08,-0.05
1,1.99,-0.21,-0.08,-0.1,-0.29,-0.08,-0.05
1,0.01,-0.16,-0.08,-0.2,-0.65,-0.08,-0.05
0,0.34,-0.21,0.23,-0.01,1.52,-0.08,-0.05
1,1.59,-0.27,2.09,-0.03,0.44,0.14,0.04
0,2.68,-0.21,3,0.64,3,-0.08,-0.05
0,0.23,-0.21,0.65,0.76,2.43,-0.08,-0.05
0,2.96,-0.21,2.82,0.36,2.61,-0.08,-0.05
0,3,-0.21,0.72,3,3,-0.08,-0.05
0,0.87,-0.21,0.29,1.45,3,-0.08,-0.05
0,1.03,-0.21,0.15,2.06,1.7,-0.08,-0.05
0,0.88,-0.21,1.39,0.71,3,0.14,0.23
1,0.26,-0.21,0.52,-0.2,-0.65,-0.08,-0.05
0,1.14,-0.21,2.2,-0.09,0.08,0.36,0.04
0,2.02,-0.21,3,-0.2,-0.65,0.14,0.11
0,0.45,-0.21,-0.33,2.01,2.97,3,3
0,0.33,-0.21,0.75,-0.18,-0.1,-0.08,-0.05
0,1.59,-0.21,-0.08,0.75,0.62,-0.08,-0.05
0,0.03,-0.21,-0.53,-0.04,-0.29,-0.08,-0.05
0,0.48,-0.21,-0.12,-0.06,0.26,-0.08,-0.05
1,2.12,-0.21,-0.45,-0.2,-0.65,-0.08,-0.05
1,0.04,-0.21,1.11,0.02,0.44,-0.08,-0.05
0,0.51,-0.21,0.59,-0.14,0.62,0.14,-0.04
0,1.07,-0.21,-0.47,0.26,1.52,-0.08,-0.05
0,1.7,-0.21,-0.52,0.22,2.79,-0.08,-0.05
0,0.84,-0.21,1.3,0.12,0.98,-0.08,-0.05
0,1.49,-0.21,3,3,0.8,-0.08,-0.05
1,0.36,-0.21,0.19,-0.17,0.08,-0.08,-0.05
1,2.08,-0.21,3,-0.17,-0.1,-0.08,-0.05
0,0.36,-0.21,1.4,-0.2,-0.65,0.58,0.07
0,0.7,-0.21,0.4,-0.07,1.16,-0.08,-0.05
0,0.91,-0.21,0.42,0.17,1.52,-0.08,-0.05
0,-0.28,-0.21,-0.24,-0.2,-0.65,1.91,0.06
1,1.63,-0.27,3,0.06,0.8,0.58,0.09
1,2.7,-0.21,0.59,-0.13,-0.29,-0.08,-0.05
1,-0.03,-0.16,0.19,-0.18,-0.47,-0.08,-0.05
1,0.26,-0.21,-0.25,-0.19,-0.29,-0.08,-0.05
1,0.9,-0.21,1.5,-0.2,-0.65,-0.08,-0.05
1,2.52,-0.21,3,-0.19,-0.47,1.69,1.6
0,1.09,-0.21,0.2,-0.19,-0.29,1.02,-0.03
1,-0.09,2.24,0.22,-0.2,-0.65,-0.08,-0.05
0,1.42,-0.21,1.23,2.29,3,-0.08,-0.05
0,1.34,-0.21,0.56,0.51,1.16,-0.08,-0.05
0,0.8,-0.21,-0.42,0.92,2.79,-0.08,-0.05
0,0.22,-0.21,0.65,0.35,0.98,-0.08,-0.05
0,1.56,-0.21,2.13,0.35,1.16,-0.08,-0.05
0,1.35,-0.21,-0.34,2.39,1.34,-0.08,-0.05
0,3,-0.21,-0.5,2.48,3,-0.08,-0.05
0,3,-0.21,-0.03,3,3,-0.08,-0.05
0,0.52,-0.21,-0.53,-0.11,0.44,-0.08,-0.05
1,2.59,-0.27,3,-0.2,-0.47,0.36,0.06
0,0.4,-0.21,1.6,-0.2,-0.65,0.14,-0.02
0,1.1,-0.21,-0.52,3,2.07,-0.08,-0.05
0,0.06,-0.21,-0.06,0.67,2.43,-0.08,-0.05
0,0.87,-0.21,1.14,0.66,2.25,-0.08,-0.05
0,3,-0.21,0.59,0.31,0.44,-0.08,-0.05
0,0.38,-0.21,-0.53,0.06,1.16,-0.08,-0.05
0,2.36,-0.21,3,3,1.88,-0.08,-0.05
1,-0.07,-0.21,0.23,-0.2,-0.65,-0.08,-0.05
1,3,-0.27,3,-0.16,-0.1,0.14,0.04
1,0.79,-0.21,0.19,0.09,2.25,-0.08,-0.05
0,0.34,-0.21,1.75,-0.03,0.8,-0.08,-0.05
0,3,0.06,3,1.3,-0.47,-0.08,-0.05
0,0.96,-0.21,-0.53,0.88,0.08,-0.08,-0.05
0,0.94,-0.21,-0.38,0.27,0.8,-0.08,-0.05
1,1.31,-0.21,0.52,-0.2,-0.65,-0.08,-0.05
0,0.59,-0.21,2.06,1.03,2.97,-0.08,-0.05
0,0.13,-0.21,0.46,-0.17,-0.29,-0.08,-0.05
0,-0.16,-0.21,0.59,-0.06,0.26,-0.08,-0.05
1,1.99,-0.21,2.68,-0.2,-0.65,-0.08,-0.05
0,1.92,-0.21,3,-0.2,-0.47,0.58,0.12
1,-0.55,-0.21,-0.53,0.01,-0.47,-0.08,-0.05
1,-0.38,3,-0.21,-0.17,-0.29,-0.08,-0.05
1,2.47,-0.21,3,-0.2,-0.47,-0.08,-0.05
0,0.36,-0.21,0.49,1.16,2.97,-0.08,-0.05
0,0.55,-0.21,0.75,0.23,1.88,-0.08,-0.05
0,-0.27,-0.21,-0.26,-0.06,-0.29,-0.08,-0.05
0,0.86,-0.21,1.06,0.74,2.61,-0.08,-0.05
0,0.17,-0.21,0.4,0.52,2.97,0.36,0.54
1,0.77,-0.21,-0.18,-0.2,-0.65,-0.08,-0.05
0,1.24,-0.21,1.86,0.06,2.97,-0.08,-0.05
1,1.87,-0.21,-0.5,-0.11,-0.47,-0.08,-0.05
0,0.85,-0.21,0.95,0.93,0.62,-0.08,-0.05
0,0.28,-0.21,1.56,0.37,0.8,-0.08,-0.05
0,0.4,-0.21,-0.16,-0.14,-0.47,-0.08,-0.05
0,0.2,-0.21,0.69,0.31,1.16,-0.08,-0.05
0,1.11,-0.21,2.44,1.26,1.88,-0.08,-0.05
0,1.14,-0.21,-0.52,0.23,0.08,-0.08,-0.05
0,0.66,-0.21,-0.53,-0.2,-0.65,-0.08,-0.05
0,0.86,-0.21,-0.25,-0.13,-0.29,-0.08,-0.05
1,2.21,-0.21,-0.53,-0.07,-0.47,-0.08,-0.05
1,0.12,-0.21,0.01,0.25,0.8,0.14,0
0,0.66,-0.21,0.94,0.53,0.08,0.58,0.12
1,0.16,-0.21,0.61,-0.18,-0.47,-0.08,-0.05
1,1,-0.21,2.29,-0.2,-0.65,-0.08,-0.05
0,0.02,-0.21,0.4,-0.2,-0.65,-0.08,-0.05
0,1.12,-0.21,3,0.63,1.88,-0.08,-0.05
0,0.31,-0.21,-0.46,-0.11,-0.29,-0.08,-0.05
0,-0.12,-0.21,0.35,0.18,-0.1,-0.08,-0.05
1,-0.72,3,-0.48,-0.2,-0.65,-0.08,-0.05
0,0.65,-0.21,-0.53,0.35,-0.1,-0.08,-0.05
0,2.44,-0.21,3,1.03,2.79,-0.08,-0.05
0,1.28,-0.21,3,2.67,3,-0.08,-0.05
0,-0.33,-0.21,-0.15,-0.2,-0.65,-0.08,-0.05
0,0.79,-0.21,1.2,0.01,2.07,-0.08,-0.05
0,0.31,-0.21,0.25,-0.16,0.26,-0.08,-0.05
1,-0.5,3,-0.53,-0.19,-0.29,-0.08,-0.05
0,1.62,-0.21,3,0.07,2.25,-0.08,-0.05
0,2.05,-0.21,0.65,3,3,-0.08,-0.05
0,1.26,-0.21,2.56,1.8,3,-0.08,-0.05
1,1.51,-0.21,0.18,-0.18,-0.47,-0.08,-0.05
0,-0.12,-0.27,-0.19,-0.2,-0.65,1.91,0.06
0,0.18,-0.21,0.08,1.11,3,3,3
0,0.95,-0.21,-0.53,2,0.08,-0.08,-0.05
0,0.53,-0.21,1.66,0.13,1.34,1.46,0.56
1,0.33,-0.21,-0.14,-0.2,-0.47,-0.08,-0.05
0,1.16,-0.21,3,0.31,2.43,-0.08,-0.05
0,0.85,-0.21,0.11,-0.04,-0.1,-0.08,-0.05
0,1.05,-0.21,3,0.16,1.34,-0.08,-0.05
0,3,-0.21,1.43,0.23,-0.1,3,3
0,-0.03,-0.21,0.07,-0.08,0.8,-0.08,-0.05
0,1.24,-0.21,2.56,0.08,2.61,2.35,0.24
0,0.72,-0.21,0.08,1.09,2.43,-0.08,-0.05
0,1.02,-0.21,0.65,1.03,2.07,-0.08,-0.05
1,0.39,-0.27,-0.39,0.05,0.08,0.14,0
0,0.54,-0.27,1.5,-0.18,-0.1,1.69,0.24
1,0.83,-0.27,2.75,-0.17,-0.1,0.14,-0.03
0,0.82,-0.21,0.56,0.29,2.97,1.24,1.85
0,-0.24,-0.21,-0.11,0,0.8,-0.08,-0.05
1,1.11,-0.21,0.04,-0.2,-0.29,-0.08,-0.05
1,0.34,-0.27,1.78,-0.1,0.08,0.14,-0.03
0,-0.06,-0.21,0.19,0.71,0.08,0.58,1
0,0.35,-0.21,2.01,-0.1,0.62,-0.08,-0.05
0,3,-0.21,1.2,3,2.61,-0.08,-0.05
0,0.38,-0.21,-0.53,-0.14,-0.47,-0.08,-0.05
0,2.54,-0.21,-0.47,1.52,2.61,3,3
0,2.15,-0.21,3,-0.2,-0.65,0.36,0.14
0,0.49,-0.21,0.62,-0.15,0.26,-0.08,-0.05
1,1.36,-0.27,0.15,-0.2,-0.65,-0.08,-0.05
0,-0.35,-0.21,-0.11,-0.2,-0.65,-0.08,-0.05
0,0.95,-0.21,-0.11,-0.07,0.08,-0.08,-0.05
0,0.54,1.4,2.18,-0.12,0.08,0.8,0.13
1,1.13,-0.21,-0.31,-0.2,-0.65,-0.08,-0.05
1,1.5,-0.27,3,-0.07,0.26,0.14,-0.02
0,0.93,-0.21,-0.53,-0.06,0.8,-0.08,-0.05
0,-0.13,-0.21,0.65,-0.04,1.34,-0.08,-0.05
0,1.24,-0.21,1.16,0.75,3,-0.08,-0.05
0,1.07,-0.21,0.25,1.15,3,-0.08,-0.05
0,-0.72,0.29,-0.49,-0.2,-0.65,-0.08,-0.05
0,0.31,-0.21,-0.1,-0.03,0.26,-0.08,-0.05
1,0.66,-0.27,1.36,-0.2,-0.47,-0.08,-0.05
1,1.26,-0.21,2.06,-0.17,-0.1,-0.08,-0.05
1,1.57,-0.27,3,0.24,2.07,0.14,0.04
0,0.72,-0.21,0.93,0.15,2.97,-0.08,-0.05
0,0.34,-0.21,-0.17,-0.04,0.08,-0.08,-0.05
0,1.55,-0.21,0.88,0.77,0.8,-0.08,-0.05
0,0.25,-0.21,-0.24,0.13,1.16,-0.08,-0.05
0,1.12,-0.21,0.26,0.51,3,1.69,0.83
0,3,-0.21,-0.53,0.64,1.16,-0.08,-0.05
1,0.18,-0.27,0.92,0.16,0.8,0.36,0.01
0,3,-0.27,0.62,-0.18,-0.47,-0.08,-0.05
0,1.33,-0.21,3,0.12,1.88,-0.08,-0.05
0,0.32,-0.21,0.88,0.9,2.07,-0.08,-0.05
0,0.84,-0.21,0.66,0.04,1.34,-0.08,-0.05
0,1.06,-0.21,1.08,1.34,1.16,-0.08,-0.05
0,0.23,-0.21,1.02,-0.04,1.52,-0.08,-0.05
0,1.73,-0.21,1.37,0.66,3,3,3
0,-0.31,-0.21,0.09,-0.04,2.79,-0.08,-0.05
0,2.07,-0.21,1.33,1.96,3,3,3
0,1.53,-0.21,3,-0.01,0.26,-0.08,-0.05
1,0.67,-0.27,2.08,-0.11,0.98,0.58,0.02
1,2.3,-0.21,3,-0.13,-0.29,-0.08,-0.05
0,0.36,-0.21,-0.22,1.1,2.07,-0.08,-0.05
1,0.52,-0.21,2.43,-0.2,-0.65,-0.08,-0.05
0,0.36,-0.21,0.01,0.07,-0.1,1.91,0.88
0,1.52,-0.21,0.6,0.04,1.16,-0.08,-0.05
1,2.89,-0.27,0.43,0.84,3,0.58,0.09
0,1.8,-0.21,3,2.02,2.61,-0.08,-0.05
0,0.29,-0.21,-0.53,-0.07,-0.1,-0.08,-0.05
0,0.12,-0.1,-0.01,-0.2,-0.65,-0.08,-0.05
1,1.79,-0.21,3,0.32,1.7,-0.08,-0.05
1,-0.58,-0.21,-0.31,-0.2,-0.65,-0.08,-0.05
0,0.16,-0.21,0.05,-0.2,-0.65,-0.08,-0.05
1,3,-0.21,0.9,-0.2,-0.47,-0.08,-0.05
0,0.08,-0.27,0.61,-0.2,-0.65,0.36,0.06
1,-0.78,3,-0.53,-0.2,-0.65,-0.08,-0.05
1,-0.62,0.73,-0.34,-0.2,-0.65,-0.08,-0.05
0,0.4,-0.21,1.78,-0.18,-0.47,-0.08,-0.05
1,-0.47,-0.21,-0.29,-0.2,-0.65,-0.08,-0.05
0,1.44,-0.21,3,0.76,3,-0.08,-0.05
0,0.98,-0.21,3,0.76,3,-0.08,-0.05
0,3,-0.21,-0.52,3,3,-0.08,-0.05
0,3,-0.21,1.67,2.88,3,0.58,1.3
0,1.23,-0.21,-0.5,0.77,3,0.14,-0.01
1,0.84,-0.21,1.32,-0.17,-0.1,-0.08,-0.05
0,0.18,-0.21,-0.26,1.53,1.16,-0.08,-0.05
1,0.77,-0.21,0.21,-0.2,-0.65,0.14,-0.05
0,3,-0.21,0.33,1.16,0.62,-0.08,-0.05
0,1.07,-0.21,1.43,-0.09,0.26,-0.08,-0.05
0,0.45,-0.21,1.26,-0.17,0.08,2.57,0.53
1,0.91,-0.27,1.03,-0.16,0.26,0.14,-0.04
0,3,-0.21,-0.53,3,3,-0.08,-0.05
0,3,-0.21,3,1.2,2.97,-0.08,-0.05
0,1.33,-0.21,-0.53,-0.17,-0.29,-0.08,-0.05
0,2.21,-0.21,-0.45,3,1.34,-0.08,-0.05
0,0.49,-0.21,0.89,0.29,3,-0.08,-0.05
0,0.02,-0.16,0.21,-0.2,-0.47,3,0.03
0,1.68,-0.21,3,3,1.16,-0.08,-0.05
0,-0.06,-0.21,0.21,-0.11,0.08,-0.08,-0.05
0,1.05,-0.21,2.31,0.45,1.88,-0.08,-0.05
0,0.52,-0.21,-0.02,-0.08,0.26,-0.08,-0.05
0,-0.61,0.68,-0.36,-0.2,-0.65,-0.08,-0.05
1,1.05,-0.21,3,0.83,3,-0.08,-0.05
0,2.24,-0.21,1.25,-0.19,-0.47,0.14,0.12
0,-0.16,-0.21,0.2,0.19,0.44,-0.08,-0.05
0,1.95,-0.21,-0.21,0.2,1.34,0.14,0.08
0,3,3,-0.53,-0.2,-0.65,-0.08,-0.05
0,1.68,-0.21,1.27,0.73,3,-0.08,-0.05
1,1.12,-0.21,-0.08,-0.2,-0.47,-0.08,-0.05
0,2.46,-0.21,-0.53,2.46,0.44,-0.08,-0.05
0,1.44,-0.21,0.54,1.46,3,-0.08,-0.05
0,0.37,-0.21,-0.34,-0.15,0.26,-0.08,-0.05
1,1.25,-0.21,0.88,-0.2,-0.65,-0.08,-0.05
0,1.12,-0.21,-0.32,0.27,1.34,-0.08,-0.05
0,3,-0.21,0.3,0.76,1.88,3,2.84
1,-0.28,-0.21,-0.45,-0.2,-0.65,-0.08,-0.05
0,-0.02,-0.21,0.65,-0.2,-0.65,-0.08,-0.05
1,-0.05,-0.21,0.56,-0.2,-0.65,0.14,-0.02
0,1.11,-0.21,0.9,-0.2,-0.47,0.58,0.33
0,0.28,-0.21,1.73,0.15,0.98,-0.08,-0.05
0,0.74,-0.21,2.94,0.26,1.88,-0.08,-0.05
0,3,-0.21,3,-0.12,-0.29,0.36,0.14
0,1.53,-0.21,3,0.13,2.07,-0.08,-0.05
0,0.56,-0.21,-0.39,0.13,-0.29,-0.08,-0.05
0,1.01,-0.21,1.92,-0.17,-0.47,0.36,0.24
1,0.64,-0.21,0.4,-0.2,-0.65,-0.08,-0.05
0,-0.28,-0.21,0.18,0,1.34,-0.08,-0.05
0,3,-0.27,1.84,-0.19,-0.47,1.02,2
0,0.1,-0.21,0.15,0.09,0.98,-0.08,-0.05
0,2.67,-0.21,-0.26,3,3,-0.08,-0.05
0,1.22,-0.21,1.97,1.04,0.44,-0.08,-0.05
0,0.94,-0.21,-0.06,0.42,2.07,-0.08,-0.05
0,1.9,-0.21,0.44,2.23,3,-0.08,-0.05
1,-0.5,-0.21,-0.36,-0.2,-0.65,-0.08,-0.05
0,0.92,-0.21,1.69,0.06,2.07,-0.08,-0.05
1,0.66,-0.21,0.61,1.04,3,-0.08,-0.05
0,-0.09,-0.21,-0.53,1.02,0.8,-0.08,-0.05
0,-0.18,-0.21,0.35,-0.17,-0.1,-0.08,-0.05
1,2.77,-0.21,2.44,-0.13,-0.29,-0.08,-0.05
0,-0.14,-0.21,-0.5,-0.04,0.44,-0.08,-0.05
0,0.32,-0.21,0.3,-0.17,-0.29,1.91,0.07
0,-0.3,-0.21,-0.08,-0.19,-0.47,-0.08,-0.05
0,0.24,-0.21,0.72,0.41,2.07,-0.08,-0.05
0,0.09,-0.21,0.31,0.03,0.98,2.13,0.21
1,3,-0.21,2.29,0.55,1.7,-0.08,-0.05
0,-0.16,-0.21,-0.49,-0.16,0.26,-0.08,-0.05
0,0.78,-0.21,2.03,0.1,1.34,-0.08,-0.05
1,0.14,3,0.15,-0.2,-0.65,-0.08,-0.05
0,0.86,-0.21,-0.53,0.65,0.08,-0.08,-0.05
0,-0.22,-0.21,-0.42,0.18,0.08,-0.08,-0.05
0,0.43,-0.21,2.43,2.1,0.62,-0.08,-0.05
1,3,-0.27,3,0.75,3,0.36,0.21
1,0.54,-0.21,-0.31,-0.2,-0.65,-0.08,-0.05
0,2.9,-0.21,-0.5,0.24,1.34,-0.08,-0.05
1,0.49,-0.21,0.13,-0.14,-0.1,-0.08,-0.05
0,0.99,-0.21,1.8,0.33,1.34,-0.08,-0.05
1,3,-0.27,3,0.04,2.61,0.14,0
0,0.85,-0.21,-0.04,0.47,1.16,-0.08,-0.05
0,0.09,-0.21,-0.2,-0.05,0.44,-0.08,-0.05
1,-0.32,-0.21,0.22,-0.18,-0.29,-0.08,-0.05
0,1.35,-0.21,-0.53,1.57,0.44,-0.08,-0.05
0,0.73,-0.21,2.95,0.03,1.34,-0.08,-0.05
0,0.22,-0.21,0.29,-0.19,-0.1,-0.08,-0.05
0,0.06,-0.21,-0.42,0.22,1.7,-0.08,-0.05
0,1.04,-0.21,1.42,0.2,1.88,-0.08,-0.05
0,0.6,-0.21,-0.43,0.33,0.98,-0.08,-0.05
1,0.74,-0.21,-0.37,-0.2,-0.29,-0.08,-0.05
0,0.23,-0.21,0.79,-0.2,-0.65,-0.08,-0.05
0,1.09,-0.21,1.51,0.67,3,-0.08,-0.05
1,2.93,-0.27,-0.4,1.63,0.98,0.14,0.04
1,0.2,-0.27,1.26,0.02,-0.1,0.14,-0.04
1,2.26,-0.27,2.95,0.62,1.52,0.14,0.04
0,1.35,-0.21,0.4,1.17,2.43,-0.08,-0.05
0,3,-0.21,2.57,0.58,2.97,-0.08,-0.05
0,1.55,-0.21,2.83,-0.17,-0.1,-0.08,-0.05
0,0.29,-0.21,0.4,0.88,2.25,-0.08,-0.05
0,0.15,-0.21,0.77,0,2.61,-0.08,-0.05
1,0.21,-0.21,0.14,-0.19,-0.47,0.14,-0.04
1,1.02,-0.21,-0.5,-0.2,-0.65,-0.08,-0.05
1,1.18,-0.21,1.25,-0.12,-0.1,-0.08,-0.05
0,1.22,-0.21,0.72,1.1,2.07,-0.08,-0.05
1,2.03,-0.27,1.34,3,0.8,0.58,0.1
0,1.58,-0.21,2.5,-0.01,2.25,-0.08,-0.05
0,3,-0.21,3,0.84,1.16,-0.08,-0.05
0,0.99,-0.27,1.93,-0.19,-0.47,0.8,0.09
0,1.92,-0.21,-0.08,1.01,1.88,0.14,-0.04
1,3,-0.27,3,0.14,-0.1,0.14,0
0,-0.32,-0.21,-0.43,-0.07,-0.29,-0.08,-0.05
1,-0.1,-0.21,0.17,-0.2,-0.65,-0.08,-0.05
1,0.99,-0.27,1.64,-0.07,0.8,0.36,0.02
0,0.86,-0.21,2.54,0.05,1.52,1.02,0.15
1,2.18,-0.27,1.14,0.04,-0.1,0.58,0.41
0,-0.08,-0.16,1.03,-0.09,0.08,-0.08,-0.05
1,1.81,-0.21,-0.36,-0.16,-0.29,-0.08,-0.05
1,-0.61,1.01,-0.48,-0.19,-0.47,-0.08,-0.05
0,3,-0.21,2.97,-0.01,0.8,-0.08,-0.05
